"Type"	"PvA"	"Gene"	"n"	"n_dep"	"lrt_rate"	"n_PvA"	"type_lrt_rate"	"p.value"	"p.value.adj"	"Group"
"Gastric"	"Adult"	"SSH2 (85464)"	25	2	0.0575916230366492	33	0.00349040139616056	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"SSH2 (85464)"	1	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"SSH2 (85464)"	8	1	0.0365853658536585	3	0.0121951219512195	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"SSH2 (85464)"	19	1	0.0365853658536585	3	0.0121951219512195	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"SSH2 (85464)"	8	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"SSH2 (85464)"	9	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"SSH2 (85464)"	10	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"SSH2 (85464)"	1	1	0.0575916230366492	33	0.00174520069808028	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"SSH2 (85464)"	20	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"SSH2 (85464)"	3	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"SSH2 (85464)"	5	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"SSH2 (85464)"	11	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"SSH2 (85464)"	25	1	0.0575916230366492	33	0.00174520069808028	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"SSH2 (85464)"	16	3	0.0575916230366492	33	0.00523560209424084	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"SSH2 (85464)"	33	1	0.0575916230366492	33	0.00174520069808028	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"SSH2 (85464)"	21	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"SSH2 (85464)"	22	1	0.0575916230366492	33	0.00174520069808028	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"SSH2 (85464)"	24	2	0.0575916230366492	33	0.00349040139616056	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"SSH2 (85464)"	2	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"SSH2 (85464)"	1	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"SSH2 (85464)"	7	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"SSH2 (85464)"	1	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"SSH2 (85464)"	1	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"SSH2 (85464)"	1	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"SSH2 (85464)"	1	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"SSH2 (85464)"	2	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"SSH2 (85464)"	5	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"SSH2 (85464)"	2	1	0.0575916230366492	33	0.00174520069808028	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"SSH2 (85464)"	1	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"SSH2 (85464)"	1	0	0.0365853658536585	3	0	"0.606542545320093"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"SSH2 (85464)"	2	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"SSH2 (85464)"	5	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"SSH2 (85464)"	4	0	0.0575916230366492	33	0	"0.606542545320093"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"TGFBRAP1 (9392)"	35	3	0.115183246073298	66	0.00523560209424084	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"TGFBRAP1 (9392)"	29	5	0.115183246073298	66	0.0087260034904014	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"TGFBRAP1 (9392)"	76	5	0.115183246073298	66	0.0087260034904014	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"TGFBRAP1 (9392)"	38	5	0.115183246073298	66	0.0087260034904014	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"TGFBRAP1 (9392)"	53	5	0.115183246073298	66	0.0087260034904014	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"TGFBRAP1 (9392)"	33	1	0.115183246073298	66	0.00174520069808028	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"TGFBRAP1 (9392)"	31	5	0.115183246073298	66	0.0087260034904014	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"TGFBRAP1 (9392)"	2	1	0.115183246073298	66	0.00174520069808028	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"TGFBRAP1 (9392)"	45	4	0.115183246073298	66	0.00698080279232112	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"TGFBRAP1 (9392)"	2	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"TGFBRAP1 (9392)"	14	1	0.0975609756097561	8	0.0121951219512195	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"TGFBRAP1 (9392)"	25	4	0.115183246073298	66	0.00698080279232112	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"TGFBRAP1 (9392)"	1	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"TGFBRAP1 (9392)"	8	1	0.0975609756097561	8	0.0121951219512195	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"TGFBRAP1 (9392)"	19	1	0.0975609756097561	8	0.0121951219512195	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"TGFBRAP1 (9392)"	8	1	0.0975609756097561	8	0.0121951219512195	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"TGFBRAP1 (9392)"	9	1	0.115183246073298	66	0.00174520069808028	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"TGFBRAP1 (9392)"	10	3	0.0975609756097561	8	0.0365853658536585	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"TGFBRAP1 (9392)"	1	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"TGFBRAP1 (9392)"	20	11	0.115183246073298	66	0.0191972076788831	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"TGFBRAP1 (9392)"	3	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"TGFBRAP1 (9392)"	5	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"TGFBRAP1 (9392)"	11	1	0.0975609756097561	8	0.0121951219512195	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"TGFBRAP1 (9392)"	25	3	0.115183246073298	66	0.00523560209424084	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"TGFBRAP1 (9392)"	16	1	0.115183246073298	66	0.00174520069808028	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"TGFBRAP1 (9392)"	33	5	0.115183246073298	66	0.0087260034904014	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"TGFBRAP1 (9392)"	21	2	0.115183246073298	66	0.00349040139616056	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"TGFBRAP1 (9392)"	22	2	0.115183246073298	66	0.00349040139616056	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"TGFBRAP1 (9392)"	24	2	0.115183246073298	66	0.00349040139616056	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"TGFBRAP1 (9392)"	2	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"TGFBRAP1 (9392)"	1	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"TGFBRAP1 (9392)"	7	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"TGFBRAP1 (9392)"	1	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"TGFBRAP1 (9392)"	1	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"TGFBRAP1 (9392)"	1	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"TGFBRAP1 (9392)"	1	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"TGFBRAP1 (9392)"	2	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"TGFBRAP1 (9392)"	5	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"TGFBRAP1 (9392)"	2	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"TGFBRAP1 (9392)"	1	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"TGFBRAP1 (9392)"	1	0	0.0975609756097561	8	0	"0.85202559545731"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"TGFBRAP1 (9392)"	2	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"TGFBRAP1 (9392)"	5	0	0.115183246073298	66	0	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"TGFBRAP1 (9392)"	4	1	0.115183246073298	66	0.00174520069808028	"0.85202559545731"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"SAMD12 (401474)"	35	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"SAMD12 (401474)"	29	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"SAMD12 (401474)"	76	3	0.0139616055846422	8	0.00523560209424084	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"SAMD12 (401474)"	38	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"SAMD12 (401474)"	53	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"SAMD12 (401474)"	33	2	0.0139616055846422	8	0.00349040139616056	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"SAMD12 (401474)"	31	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"SAMD12 (401474)"	2	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"SAMD12 (401474)"	45	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"SAMD12 (401474)"	2	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"SAMD12 (401474)"	14	2	0.0365853658536585	3	0.024390243902439	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"SAMD12 (401474)"	25	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"SAMD12 (401474)"	1	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"SAMD12 (401474)"	8	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"SAMD12 (401474)"	19	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"SAMD12 (401474)"	8	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"SAMD12 (401474)"	9	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"SAMD12 (401474)"	10	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"SAMD12 (401474)"	1	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"SAMD12 (401474)"	20	1	0.0139616055846422	8	0.00174520069808028	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"SAMD12 (401474)"	3	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"SAMD12 (401474)"	5	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"SAMD12 (401474)"	11	1	0.0365853658536585	3	0.0121951219512195	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"SAMD12 (401474)"	25	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"SAMD12 (401474)"	16	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"SAMD12 (401474)"	33	1	0.0139616055846422	8	0.00174520069808028	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"SAMD12 (401474)"	21	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"SAMD12 (401474)"	22	1	0.0139616055846422	8	0.00174520069808028	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"SAMD12 (401474)"	24	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"SAMD12 (401474)"	2	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"SAMD12 (401474)"	1	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"SAMD12 (401474)"	7	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"SAMD12 (401474)"	1	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"SAMD12 (401474)"	1	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"SAMD12 (401474)"	1	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"SAMD12 (401474)"	1	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"SAMD12 (401474)"	2	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"SAMD12 (401474)"	5	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"SAMD12 (401474)"	2	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"SAMD12 (401474)"	1	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"SAMD12 (401474)"	1	0	0.0365853658536585	3	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"SAMD12 (401474)"	2	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"SAMD12 (401474)"	5	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"SAMD12 (401474)"	4	0	0.0139616055846422	8	0	"0.155256129542873"	"0.5112744955636"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"LMO4 (8543)"	35	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"LMO4 (8543)"	29	1	0.00523560209424084	3	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"LMO4 (8543)"	76	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"LMO4 (8543)"	38	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"LMO4 (8543)"	53	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"LMO4 (8543)"	33	1	0.00523560209424084	3	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"LMO4 (8543)"	31	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"LMO4 (8543)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"LMO4 (8543)"	45	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"LMO4 (8543)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"LMO4 (8543)"	14	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"LMO4 (8543)"	25	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"LMO4 (8543)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"LMO4 (8543)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"LMO4 (8543)"	19	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"LMO4 (8543)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"LMO4 (8543)"	9	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"LMO4 (8543)"	10	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"LMO4 (8543)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"LMO4 (8543)"	20	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"LMO4 (8543)"	3	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"LMO4 (8543)"	5	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"LMO4 (8543)"	11	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"LMO4 (8543)"	25	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"LMO4 (8543)"	16	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"LMO4 (8543)"	33	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"LMO4 (8543)"	21	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"LMO4 (8543)"	22	1	0.00523560209424084	3	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"LMO4 (8543)"	24	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"LMO4 (8543)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"LMO4 (8543)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"LMO4 (8543)"	7	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"LMO4 (8543)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"LMO4 (8543)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"LMO4 (8543)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"LMO4 (8543)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"LMO4 (8543)"	2	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"LMO4 (8543)"	5	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"LMO4 (8543)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"LMO4 (8543)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"LMO4 (8543)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"LMO4 (8543)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"LMO4 (8543)"	5	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"LMO4 (8543)"	4	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"DPRX (503834)"	35	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"DPRX (503834)"	29	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"DPRX (503834)"	76	1	0.00523560209424084	3	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"DPRX (503834)"	38	1	0.00523560209424084	3	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"DPRX (503834)"	53	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"DPRX (503834)"	33	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"DPRX (503834)"	31	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"DPRX (503834)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"DPRX (503834)"	45	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"DPRX (503834)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
