"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-002160"	"MCIXC"	"MCIXC_BONE"	""	908118	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1398"	"bone"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"cellosaurus lists as 12Y Female"	"Pre-treated"	"alternating courses of vincristine and cyclophosphamide for 8 months"	"4748425"	1973	"derived from SKNMC"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002178"	"NY"	"NY_BONE"	""	910849	"bone"	"osteosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Osteosarcoma"	NA	""	""	"Osteosarcoma"	"Pediatric"	NA	"Paper and Cellosaurus lists as 15Y Male"	"None"	""	"6596455"	1983	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002194"	"RH1"	"RH1_BONE"	""	971773	"bone"	"Ewing_sarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1658"	"bone_marrow"	"Metastasis"	"Bone Cancer"	"Ewings Sarcoma"	NA	""	""	"Ewing"	"Pediatric"	NA	"Cellosaurus lists as Male"	"Unknown"	""	"7536457; 23882450"	1995	"originally ID'd as rhabdo"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002217"	"BE2M17"	"BE2M17_AUTONOMIC_GANGLIA"	""	753616	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_0167"	"bone_marrow"	"Metastasis"	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 2Y Male"	"Pre-treated"	"doxorubicin, vincristine; localized radiotherapy"	"2535691"	1989	"derived from SKNBE2"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002248"	"IMR5"	"IMR5_AUTONOMIC_GANGLIA"	""	907170	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1306"	"abdomen"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"cellosaurus lists as 1Y Male"	"None"	""	"6160155"	1982	"derived from IMR-32"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002261"	"KPNYS"	"KPNYS_AUTONOMIC_GANGLIA"	""	946363	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 4Y Male"	"Pre-treated"	""	"10363161"	1998	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002277"	"NBTU110"	"NBTU110_AUTONOMIC_GANGLIA"	""	1240181	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_3041"	"abdomen"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 1.67Y Female"	"Pre-treated"	"cyclophosphamide, vincristine, pyrarubicin and cisplatin for 6mo"	"9378542"	1997	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002278"	"NB10"	"NB10_AUTONOMIC_GANGLIA"	""	949171	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 2Y Male"	"Unknown"	""	"8516298"	1993	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002279"	"NB12"	"NB12_AUTONOMIC_GANGLIA"	""	949172	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1442"	"central_nervous_system"	"Metastasis"	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 1Y Female"	"Unknown"	""	"7838528"	1995	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002280"	"NB13"	"NB13_AUTONOMIC_GANGLIA"	""	949177	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 1Y Male"	"Unknown"	""	"8516298"	1993	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002281"	"NB14"	"NB14_AUTONOMIC_GANGLIA"	""	949178	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 1Y Female"	"None"	""	"922665"	1977	"same as NCC"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002282"	"NB17"	"NB17_AUTONOMIC_GANGLIA"	""	949175	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 1Y Female"	"Unknown"	""	"10935473"	1999	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002283"	"NB5"	"NB5_AUTONOMIC_GANGLIA"	""	949176	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_8822"	"central_nervous_system"	"Metastasis"	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 4Y Female"	"Unknown"	""	"6171342"	1981	"same as NJF"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002284"	"NB6"	"NB6_AUTONOMIC_GANGLIA"	""	949173	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as Male"	"Unknown"	""	"8516298"	1993	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002285"	"NB7"	"NB7_AUTONOMIC_GANGLIA"	""	949174	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"central_nervous_system"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"Cellosaurus lists as 7M Male"	"Pre-treated"	""	"6171342"	1981	"same as NCG"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002340"	"NBSUSSR"	"NBSUSSR_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"autonomic_ganglia"	""	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"cellosaurus lists as 18Y Male"	"Unknown"	""	"20164919"	2010	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002389"	"ACN"	"ACN_AUTONOMIC_GANGLIA"	""	NA	"peripheral_nervous_system"	"neuroblastoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1068"	"bone_marrow"	"Metastasis"	"Neuroblastoma"	"Unknown"	NA	""	""	"Neuroblastoma"	"Pediatric"	NA	"cellosaurus lists as 3Y Male"	"Pre-treated"	""	"2467885"	1989	""	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002395"	"HUH6CLONE5"	"HUH6CLONE5_LIVER"	""	NA	"liver"	"hepatoblastoma"	""	""	"Male"	"Sanger"	NA	NA	""	""	""	""	"liver"	""	"Liver Cancer"	"Hepatoblastoma"	1	""	""	"Hepatoblastoma"	"Pediatric"	NA	"Y"	"Pre-treated"	""	"57894"	1976	"same as HUH6"	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002396"	"SARC9371"	"SARC9371_BONE"	""	NA	"bone"	"osteosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Osteosarcoma"	NA	""	""	"Osteosarcoma"	"Pediatric"	NA	"N/A"	"Unknown"	""	"30894373"	2019	""	"no"	"no"	"no"	"Sanger"	"no"
