"DepMap_ID"	"stripped_cell_line_name"	"CCLE_Name"	"alias"	"COSMIC_ID"	"lineage"	"lineage_subtype"	"lineage_sub_subtype"	"lineage_molecular_subtype"	"sex"	"source"	"Achilles_n_replicates"	"cell_line_NNMD"	"culture_type"	"culture_medium"	"cas9_activity"	"RRID"	"sample_collection_site"	"primary_or_metastasis"	"disease"	"disease_subtype"	"age"	"Sanger_model_ID"	"additional_info"	"Type_for_Manuscript"	"Class_for_Manuscript"	"Estimated_Doubling_Time_Hours"	"LiteratureSearch_Age_Sex_Match_DepMap_Annotation"	"LiteratureSearch_Previous_Treatment"	"LiteratureSearch_Previous_Treatment_Details"	"LiteratureSearch_Paper_PMC_ID"	"LiteratureSearch_Year_Earliest_Citation"	"LiteratureSearch_Other_Annotations"	"Dependency"	"RNAseq"	"WES"	"SangerWES"	"SNParray"
"ACH-002027"	"HOUAI"	"HOUAI_ENDOMETRIUM"	""	NA	"uterus"	"endometrial_adenocarcinoma"	""	""	"Female"	"RIKEN"	1	-3.50989291025344	"Adherent"	"HamF12+15%FBS"	"27"	""	"endometrium"	"Primary"	"Endometrial/Uterine Cancer"	"Endometrial Adenocarcinoma"	55	""	""	"Endometrial/Uterine"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"DepMap"	"no"	"no"
"ACH-002029"	"SAS"	"SAS_UPPER_AERODIGESTIVE_TRACT"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"tongue"	""	"Female"	"RIKEN"	NA	NA	""	""	""	""	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma, tongue"	NA	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"DepMap"	"Sanger"	"no"
"ACH-002040"	"HMVII"	"HMVII_SKIN"	""	NA	"skin"	"melanoma"	""	""	"Female"	"RIKEN"	NA	NA	""	""	""	"CVCL_1282"	"skin"	"Primary"	"Skin Cancer"	"Melanoma"	65	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002042"	"T3M5"	"T3M5_THYROID"	""	NA	"thyroid"	"thyroid_squamous"	""	""	"Female"	"RIKEN"	2	-3.652358608521	"Adherent"	"HamF10+10%FBS"	"23"	""	"thyroid"	"Primary"	"Thyroid Cancer"	"Squamous Cell Carcinoma"	71	""	""	"Thyroid"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"DepMap"	"no"	"no"
"ACH-002043"	"CA922"	"CA922_UPPER_AERODIGESTIVE_TRACT"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_carcinoma"	"gingival"	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_1102"	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Carcinoma, gingival"	NA	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002045"	"HO1U1"	"HO1U1_UPPER_AERODIGESTIVE_TRACT"	""	NA	"upper_aerodigestive"	"upper_aerodigestive_squamous"	"oral"	""	"Male"	"RIKEN"	NA	NA	""	""	""	""	"upper_aerodigestive_tract"	"Primary"	"Head and Neck Cancer"	"Squamous Cell Carcinoma, oral"	NA	""	""	"Head And Neck"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"DepMap"	"Sanger"	"no"
"ACH-002051"	"LU134A"	"LU134A_LUNG"	""	NA	"lung"	"SCLC"	""	""	"Male"	"RIKEN"	NA	NA	""	""	""	""	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	80	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002052"	"LU139"	"LU139_LUNG"	""	NA	"lung"	"SCLC"	""	""	"Male"	"RIKEN"	NA	NA	""	""	""	""	"lung"	"Primary"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	63	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002077"	"LU165"	"LU165_LUNG"	""	NA	"lung"	"SCLC"	""	""	"Male"	"RIKEN"	NA	NA	""	""	""	"CVCL_1391"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	50	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002089"	"201T"	"201T_LUNG"	""	1287381	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002090"	"BB65RCC"	"BB65RCC_KIDNEY"	""	753533	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002091"	"CAL39"	"CAL39_VULVA"	""	924107	"skin"	"skin_squamous"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"cervix"	""	"Skin Cancer"	"Squamous Cell Carcinoma, vulvar"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002092"	"CHSA0011"	"CHSA0011_BONE"	""	1290767	"bone"	"chondrosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Chondrosarcoma"	NA	""	""	"Chondrosarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002093"	"CHSA0108"	"CHSA0108_BONE"	""	1290768	"bone"	"chondrosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Chondrosarcoma"	NA	""	""	"Chondrosarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002094"	"CHSA8926"	"CHSA8926_BONE"	""	1303912	"bone"	"chondrosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Chondrosarcoma"	NA	""	""	"Chondrosarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002095"	"CORL303"	"CORL303_LUNG"	""	1297438	"lung"	"SCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002096"	"CP50MELB"	"CP50MELB_SKIN"	""	753545	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002097"	"CP66MEL"	"CP66MEL_SKIN"	""	753546	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002098"	"CP67MEL"	"CP67MEL_SKIN"	""	949092	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002099"	"CS1"	"CS1_BONE"	""	1290795	"bone"	"chondrosarcoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"bone"	""	"Bone Cancer"	"Chondrosarcoma"	NA	""	""	"Chondrosarcoma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002100"	"DJM1"	"DJM1_SKIN"	""	906841	"skin"	"skin_squamous"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Squamous Cell Carcinoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002101"	"EMCBAC1"	"EMCBAC1_LUNG"	""	1503369	"lung"	"NSCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002102"	"EMCBAC2"	"EMCBAC2_LUNG"	""	1503370	"lung"	"NSCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), unspecified"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002120"	"GAK"	"GAK_SKIN"	""	910932	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1225"	"lymph_node"	"Metastasis"	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002121"	"GMEL"	"GMEL_SKIN"	""	1240130	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002122"	"GT3TKB"	"GT3TKB_STOMACH"	""	907041	"lung"	"NSCLC"	"NSCLC_squamous"	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1237"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002123"	"H2369"	"H2369_PLEURA"	""	1290808	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002124"	"H2373"	"NCIH2373_PLEURA"	""	1290809	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002125"	"H2461"	"NCIH2461_PLEURA"	""	1290810	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002126"	"H2591"	"NCIH2591_PLEURA"	""	1240131	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002127"	"H2595"	"NCIH2595_PLEURA"	""	1240132	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002128"	"H2722"	"NCIH2722_PLEURA"	""	1290812	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002129"	"H2731"	"NCIH2731_PLEURA"	""	1240134	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002130"	"H2795"	"NCIH2795_PLEURA"	""	1290813	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002131"	"H2803"	"NCIH2803_PLEURA"	""	1240135	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002132"	"H2804"	"NCIH2804_PLEURA"	""	1240136	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002133"	"H2810"	"NCIH2810_PLEURA"	""	1240137	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002134"	"H2818"	"NCIH2818_PLEURA"	""	1290814	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002135"	"H2869"	"NCIH2869_PLEURA"	""	1240138	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002136"	"H290"	"H290_PLEURA"	""	1240139	"lung"	"mesothelioma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Mesothelioma"	NA	""	""	"Mesothelioma"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002138"	"H513"	"H513_LUNG"	""	1240141	"lung"	"NSCLC"	"NSCLC_adenosquamous"	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"no"	"no"
"ACH-002139"	"HA7RCC"	"HA7RCC_KIDNEY"	""	753558	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002140"	"HEY"	"HEY_OVARY"	""	1479988	"ovary"	"ovary_adenocarcinoma"	"high_grade_serous"	""	""	"Sanger"	NA	NA	""	""	""	""	"ovary"	""	"Ovarian Cancer"	"Adenocarcinoma, high grade serous"	NA	""	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002141"	"HSC39"	"HSC39_STOMACH"	""	1322224	"gastric"	"gastric_adenocarcinoma"	"signet_ring_cell"	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_A385"	"ascites"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma, signet ring cell"	NA	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002143"	"ISTMEL1"	"ISTMEL1_SKIN"	""	907172	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002144"	"ISTSL1"	"ISTSL1_LUNG"	""	753564	"lung"	"SCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1313"	"lymph_node"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002145"	"ISTSL2"	"ISTSL2_LUNG"	""	753565	"lung"	"SCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1314"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002146"	"JHOS3"	"JHOS3_OVARY"	""	1480358	"ovary"	"ovary_adenocarcinoma"	"serous"	""	""	"Sanger"	NA	NA	""	""	""	""	"ovary"	""	"Ovarian Cancer"	"Adenocarcinoma, serous"	NA	""	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002147"	"K2"	"K2_SKIN"	""	1298160	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002148"	"K5"	"K5_THYROID"	""	924238	"thyroid"	"thyroid_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"thyroid"	""	"Thyroid Cancer"	"Carcinoma, follicular"	NA	""	""	"Thyroid"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002149"	"KGN"	"KGN_OVARY"	""	924186	"ovary"	"granulosa_cell_tumor"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_0375"	"abdomen"	""	"Ovarian Cancer"	"Granulosa Cell Tumor"	NA	"SIDM00302"	""	"Ovarian"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002150"	"LB1047RCC"	"LB1047RCC_KIDNEY"	""	753577	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002151"	"LB2241RCC"	"LB2241RCC_KIDNEY"	""	753578	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002152"	"LB2518MEL"	"LB2518MEL_SKIN"	""	753579	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002153"	"LB373MELD"	"LB373MELD_SKIN"	""	753581	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002154"	"LB647SCLC"	"LB647SCLC_LUNG"	""	753582	"lung"	"SCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002155"	"LB996RCC"	"LB996RCC_KIDNEY"	""	753585	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002156"	"LC1SQ"	"LC1SQ_LUNG"	""	1298223	"lung"	"NSCLC"	"NSCLC_squamous"	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002157"	"LC2AD"	"LC2AD_LUNG"	""	907786	"lung"	"NSCLC"	"NSCLC_adenocarcinoma"	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1373"	"pleural_effusion"	"Metastasis"	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"	NA	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002158"	"LU99A"	"LU99A_LUNG"	""	907796	"lung"	"NSCLC"	"NSCLC_large_cell"	""	"Male"	"Sanger; JCRB (JCRB0044)"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"	63	""	""	"Non-Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"no"	"no"
"ACH-002159"	"M14"	"M14_SKIN"	""	905975	"skin"	"melanoma"	"amelanotic"	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1395"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma, amelanotic"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002161"	"MKN28"	"MKN28_STOMACH"	""	908139	"gastric"	"gastric_adenocarcinoma"	"tubular"	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1416"	"liver"	"Metastasis"	"Gastric Cancer"	"Adenocarcinoma, tubular"	NA	""	""	"Gastric"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002162"	"MMACSF"	"MMACSF_SKIN"	""	925339	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1420"	"ascites"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002163"	"MRKNU1"	"MRKNU1_BREAST"	""	908151	"breast"	"breast_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"breast"	""	"Breast Cancer"	"Carcinoma"	NA	""	""	"Breast"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002164"	"MZ1PC"	"MZ1PC_PANCREAS"	""	753595	"pancreas"	"exocrine"	"exocrine_adenocarcinoma"	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1434"	"pancreas"	"Metastasis"	"Pancreatic Cancer"	"Ductal Adenocarcinoma"	NA	""	""	"Pancreatic"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002165"	"MZ2MEL"	"MZ2MEL_SKIN"	""	971777	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"skin"	""	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002166"	"MZ7MEL"	"MZ7MEL_SKIN"	""	753596	"skin"	"melanoma"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1436"	"skin"	"Metastasis"	"Skin Cancer"	"Melanoma"	NA	""	""	"Skin"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002167"	"NCC010"	"NCC010_KIDNEY"	""	1509073	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002168"	"NCC021"	"NCC021_KIDNEY"	""	1509074	"kidney"	"renal_cell_carcinoma"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"kidney"	""	"Kidney Cancer"	"Renal Cell Carcinoma"	NA	""	""	"Kidney"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002169"	"NCIH1304"	"NCIH1304_LUNG"	""	753599	"lung"	"SCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	""	"lung"	""	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002170"	"NCIH1688"	"NCIH1688_LUNG"	""	1298349	"lung"	"SCLC"	""	""	"Male"	"ATCC/Sanger"	NA	NA	""	""	""	""	"liver"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	50	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
"ACH-002171"	"NCIH250"	"NCIH250_LUNG"	""	924241	"lung"	"SCLC"	""	""	""	"Sanger"	NA	NA	""	""	""	"CVCL_1554"	"central_nervous_system"	"Metastasis"	"Lung Cancer"	"Small Cell Lung Cancer (SCLC)"	NA	""	""	"Small Cell Lung"	"Adult"	NA	NA	NA	NA	NA	NA	NA	"no"	"no"	"no"	"Sanger"	"no"
